phecode,ICD,flag,phecode_string,phecode_category,sex,icd10_only,code_val
CM_763.1,Q25.3,10,Congenital malformations of great arteries,Congenital,Both,0,763.1
CM_763.14,Q25.3,10,Congenital anomalies of aorta,Congenital,Both,0,763.14
CM_763.143,Q25.3,10,Congenital atresia and stenosis of aorta,Congenital,Both,0,763.143
CM_763,Q25.4,10,Congenital anomalies of the heart,Congenital,Both,0,763
CM_763.1,Q25.4,10,Congenital malformations of great arteries,Congenital,Both,0,763.1
CM_763.14,Q25.4,10,Congenital anomalies of aorta,Congenital,Both,0,763.14
CM_763,Q25.5,10,Congenital anomalies of the heart,Congenital,Both,0,763
CM_763.1,Q25.5,10,Congenital malformations of great arteries,Congenital,Both,0,763.1
CM_763.15,Q25.5,10,"Anomalies of pulmonary artery, congenital",Congenital,Both,0,763.15
CM_763.151,Q25.5,10,Pulmonary artery coarctation and atresia,Congenital,Both,0,763.151
CM_763,Q25.6,10,Congenital anomalies of the heart,Congenital,Both,0,763
CM_763.1,Q25.6,10,Congenital malformations of great arteries,Congenital,Both,0,763.1
CM_763.15,Q25.6,10,"Anomalies of pulmonary artery, congenital",Congenital,Both,0,763.15
CM_763.152,Q25.6,10,Stenosis of pulmonary artery*,Congenital,Both,1,763.152
CM_763,Q25.7,10,Congenital anomalies of the heart,Congenital,Both,0,763
CM_763.1,Q25.7,10,Congenital malformations of great arteries,Congenital,Both,0,763.1
CM_763.15,Q25.7,10,"Anomalies of pulmonary artery, congenital",Congenital,Both,0,763.15
CM_763,Q25.8,10,Congenital anomalies of the heart,Congenital,Both,0,763
CM_763.1,Q25.8,10,Congenital malformations of great arteries,Congenital,Both,0,763.1
CM_763,Q25.9,10,Congenital anomalies of the heart,Congenital,Both,0,763
CM_763.1,Q25.9,10,Congenital malformations of great arteries,Congenital,Both,0,763.1
CM_764,Q26,10,Congenital malformations of circulatory system (other than heart),Congenital,Both,0,764
CM_764.1,Q26,10,Congenital anomalies of great veins,Congenital,Both,0,764.1
CM_764,Q26.0,10,Congenital malformations of circulatory system (other than heart),Congenital,Both,0,764
CM_764.1,Q26.0,10,Congenital anomalies of great veins,Congenital,Both,0,764.1
CM_764,Q26.1,10,Congenital malformations of circulatory system (other than heart),Congenital,Both,0,764
CM_764.1,Q26.1,10,Congenital anomalies of great veins,Congenital,Both,0,764.1
CM_764.11,Q26.1,10,Persistent left superior vena cava*,Congenital,Both,1,764.11
CM_763,Q26.2,10,Congenital anomalies of the heart,Congenital,Both,0,763
CM_763.6,Q26.2,10,Anomalous pulmonary venous return,Congenital,Both,0,763.6
CM_763,Q26.3,10,Congenital anomalies of the heart,Congenital,Both,0,763
CM_763.6,Q26.3,10,Anomalous pulmonary venous return,Congenital,Both,0,763.6
CM_763,Q26.4,10,Congenital anomalies of the heart,Congenital,Both,0,763
CM_763.6,Q26.4,10,Anomalous pulmonary venous return,Congenital,Both,0,763.6
CM_764,Q26.5,10,Congenital malformations of circulatory system (other than heart),Congenital,Both,0,764
CM_764.1,Q26.5,10,Congenital anomalies of great veins,Congenital,Both,0,764.1
CM_764.12,Q26.5,10,Congenital anomaly of gastrointestinal vessel [Anomalous portal venous connection],Congenital,Both,0,764.12
CM_764,Q26.6,10,Congenital malformations of circulatory system (other than heart),Congenital,Both,0,764
CM_764.1,Q26.6,10,Congenital anomalies of great veins,Congenital,Both,0,764.1
CM_764,Q26.8,10,Congenital malformations of circulatory system (other than heart),Congenital,Both,0,764
CM_764.1,Q26.8,10,Congenital anomalies of great veins,Congenital,Both,0,764.1
CM_764,Q26.9,10,Congenital malformations of circulatory system (other than heart),Congenital,Both,0,764
CM_764.1,Q26.9,10,Congenital anomalies of great veins,Congenital,Both,0,764.1
CM_764,Q27,10,Congenital malformations of circulatory system (other than heart),Congenital,Both,0,764
CM_764,Q27.0,10,Congenital malformations of circulatory system (other than heart),Congenital,Both,0,764
CM_764.2,Q27.0,10,Congenital absence and hypoplasia of umbilical artery,Congenital,Both,0,764.2
CM_764,Q27.1,10,Congenital malformations of circulatory system (other than heart),Congenital,Both,0,764
CM_764.3,Q27.1,10,Congenital malformations of renal artery,Congenital,Both,0,764.3
CM_764,Q27.2,10,Congenital malformations of circulatory system (other than heart),Congenital,Both,0,764
CM_764.3,Q27.2,10,Congenital malformations of renal artery,Congenital,Both,0,764.3
CV_441,Q27.3,10,Arteriovenous malformation,Cardiovascular,Both,0,441
CM_764,Q27.3,10,Congenital malformations of circulatory system (other than heart),Congenital,Both,0,764
CM_764.5,Q27.3,10,Congenital arteriovenous malformation*,Congenital,Both,1,764.5
CM_764,Q27.4,10,Congenital malformations of circulatory system (other than heart),Congenital,Both,0,764
CM_764,Q27.8,10,Congenital malformations of circulatory system (other than heart),Congenital,Both,0,764
CM_764,Q27.9,10,Congenital malformations of circulatory system (other than heart),Congenital,Both,0,764
CM_764,Q28,10,Congenital malformations of circulatory system (other than heart),Congenital,Both,0,764
CV_441,Q28.0,10,Arteriovenous malformation,Cardiovascular,Both,0,441
CV_441.5,Q28.0,10,Arteriovenous malformation of precerebral or cerebral vessels*,Cardiovascular,Both,1,441.5
CM_764,Q28.0,10,Congenital malformations of circulatory system (other than heart),Congenital,Both,0,764
CM_764.5,Q28.0,10,Congenital arteriovenous malformation*,Congenital,Both,1,764.5
CM_764,Q28.1,10,Congenital malformations of circulatory system (other than heart),Congenital,Both,0,764
CV_441,Q28.2,10,Arteriovenous malformation,Cardiovascular,Both,0,441
CV_441.5,Q28.2,10,Arteriovenous malformation of precerebral or cerebral vessels*,Cardiovascular,Both,1,441.5
CM_764,Q28.2,10,Congenital malformations of circulatory system (other than heart),Congenital,Both,0,764
CM_764.5,Q28.2,10,Congenital arteriovenous malformation*,Congenital,Both,1,764.5
CM_764,Q28.3,10,Congenital malformations of circulatory system (other than heart),Congenital,Both,0,764
CM_764,Q28.8,10,Congenital malformations of circulatory system (other than heart),Congenital,Both,0,764
CM_764,Q28.9,10,Congenital malformations of circulatory system (other than heart),Congenital,Both,0,764
CM_755,Q30,10,"Congenital deformities of skull, face, and jaw",Congenital,Both,0,755
CM_755.6,Q30,10,Congenital anomalies of nose,Congenital,Both,0,755.6
CM_755,Q30.0,10,"Congenital deformities of skull, face, and jaw",Congenital,Both,0,755
CM_755.6,Q30.0,10,Congenital anomalies of nose,Congenital,Both,0,755.6
CM_755.61,Q30.0,10,Choanal atresia,Congenital,Both,0,755.61
CM_755,Q30.1,10,"Congenital deformities of skull, face, and jaw",Congenital,Both,0,755
CM_755.6,Q30.1,10,Congenital anomalies of nose,Congenital,Both,0,755.6
CM_755.63,Q30.1,10,Agenesis and underdevelopment of nose*,Congenital,Both,1,755.63
CM_755,Q30.2,10,"Congenital deformities of skull, face, and jaw",Congenital,Both,0,755
CM_755.6,Q30.2,10,Congenital anomalies of nose,Congenital,Both,0,755.6
CM_755.62,Q30.2,10,"Fissured, notched and cleft nose*",Congenital,Both,1,755.62
CM_755,Q30.3,10,"Congenital deformities of skull, face, and jaw",Congenital,Both,0,755
CM_755.6,Q30.3,10,Congenital anomalies of nose,Congenital,Both,0,755.6
CM_755,Q30.8,10,"Congenital deformities of skull, face, and jaw",Congenital,Both,0,755
CM_755.6,Q30.8,10,Congenital anomalies of nose,Congenital,Both,0,755.6
CM_755,Q30.9,10,"Congenital deformities of skull, face, and jaw",Congenital,Both,0,755
CM_755.6,Q30.9,10,Congenital anomalies of nose,Congenital,Both,0,755.6
CM_762,Q31,10,Congenital malformations of respiratory system,Congenital,Both,0,762
CM_762.1,Q31,10,Congenital malformations of larynx,Congenital,Both,0,762.1
CM_762,Q31.0,10,Congenital malformations of respiratory system,Congenital,Both,0,762
CM_762.1,Q31.0,10,Congenital malformations of larynx,Congenital,Both,0,762.1
CM_762.11,Q31.0,10,Laryngeal web,Congenital,Both,0,762.11
CM_762,Q31.1,10,Congenital malformations of respiratory system,Congenital,Both,0,762
CM_762.1,Q31.1,10,Congenital malformations of larynx,Congenital,Both,0,762.1
CM_762.12,Q31.1,10,Congenital subglottic stenosis*,Congenital,Both,1,762.12
CM_762,Q31.2,10,Congenital malformations of respiratory system,Congenital,Both,0,762
CM_762.1,Q31.2,10,Congenital malformations of larynx,Congenital,Both,0,762.1
CM_762.13,Q31.2,10,Laryngeal hypoplasia*,Congenital,Both,1,762.13
CM_762,Q31.3,10,Congenital malformations of respiratory system,Congenital,Both,0,762
CM_762.1,Q31.3,10,Congenital malformations of larynx,Congenital,Both,0,762.1
CM_762.14,Q31.3,10,Laryngocele*,Congenital,Both,1,762.14
CM_762,Q31.5,10,Congenital malformations of respiratory system,Congenital,Both,0,762
CM_762.1,Q31.5,10,Congenital malformations of larynx,Congenital,Both,0,762.1
CM_762.15,Q31.5,10,Congenital laryngomalacia*,Congenital,Both,1,762.15
CM_762,Q31.8,10,Congenital malformations of respiratory system,Congenital,Both,0,762
CM_762.1,Q31.8,10,Congenital malformations of larynx,Congenital,Both,0,762.1
CM_762,Q31.9,10,Congenital malformations of respiratory system,Congenital,Both,0,762
CM_762.1,Q31.9,10,Congenital malformations of larynx,Congenital,Both,0,762.1
CM_762,Q32,10,Congenital malformations of respiratory system,Congenital,Both,0,762
CM_762.2,Q32,10,Congenital malformations of trachea and bronchus*,Congenital,Both,1,762.2
CM_762,Q32.0,10,Congenital malformations of respiratory system,Congenital,Both,0,762
CM_762.2,Q32.0,10,Congenital malformations of trachea and bronchus*,Congenital,Both,1,762.2
CM_762,Q32.1,10,Congenital malformations of respiratory system,Congenital,Both,0,762
CM_762.2,Q32.1,10,Congenital malformations of trachea and bronchus*,Congenital,Both,1,762.2
CM_762,Q32.2,10,Congenital malformations of respiratory system,Congenital,Both,0,762
CM_762.2,Q32.2,10,Congenital malformations of trachea and bronchus*,Congenital,Both,1,762.2
CM_762,Q32.3,10,Congenital malformations of respiratory system,Congenital,Both,0,762
CM_762.2,Q32.3,10,Congenital malformations of trachea and bronchus*,Congenital,Both,1,762.2
CM_762,Q32.4,10,Congenital malformations of respiratory system,Congenital,Both,0,762
CM_762.2,Q32.4,10,Congenital malformations of trachea and bronchus*,Congenital,Both,1,762.2
CM_762,Q33,10,Congenital malformations of respiratory system,Congenital,Both,0,762
CM_762.3,Q33,10,Congenital malformations of lung,Congenital,Both,0,762.3
CM_762,Q33.0,10,Congenital malformations of respiratory system,Congenital,Both,0,762
CM_762.3,Q33.0,10,Congenital malformations of lung,Congenital,Both,0,762.3
CM_762.31,Q33.0,10,Congenital cystic lung,Congenital,Both,0,762.31
CM_762,Q33.1,10,Congenital malformations of respiratory system,Congenital,Both,0,762
CM_762.3,Q33.1,10,Congenital malformations of lung,Congenital,Both,0,762.3
CM_762.34,Q33.1,10,Accessory lobe of lung*,Congenital,Both,1,762.34
CM_762,Q33.2,10,Congenital malformations of respiratory system,Congenital,Both,0,762
CM_762.3,Q33.2,10,Congenital malformations of lung,Congenital,Both,0,762.3
CM_762.35,Q33.2,10,Sequestration of lung [Pulmonary sequestration]*,Congenital,Both,1,762.35
CM_762,Q33.3,10,Congenital malformations of respiratory system,Congenital,Both,0,762
CM_762.3,Q33.3,10,Congenital malformations of lung,Congenital,Both,0,762.3
CM_762.33,Q33.3,10,Congenital hypoplasia and dysplasia of lung,Congenital,Both,0,762.33
RE_476,Q33.4,10,Bronchiectasis,Respiratory,Both,0,476
CM_762,Q33.4,10,Congenital malformations of respiratory system,Congenital,Both,0,762
CM_762.3,Q33.4,10,Congenital malformations of lung,Congenital,Both,0,762.3
CM_762.32,Q33.4,10,Congenital bronchiectasis,Congenital,Both,0,762.32
CM_762,Q33.5,10,Congenital malformations of respiratory system,Congenital,Both,0,762
CM_762.3,Q33.5,10,Congenital malformations of lung,Congenital,Both,0,762.3
CM_762,Q33.6,10,Congenital malformations of respiratory system,Congenital,Both,0,762
CM_762.3,Q33.6,10,Congenital malformations of lung,Congenital,Both,0,762.3
CM_762.33,Q33.6,10,Congenital hypoplasia and dysplasia of lung,Congenital,Both,0,762.33
CM_762,Q33.8,10,Congenital malformations of respiratory system,Congenital,Both,0,762
CM_762.3,Q33.8,10,Congenital malformations of lung,Congenital,Both,0,762.3
CM_762,Q33.9,10,Congenital malformations of respiratory system,Congenital,Both,0,762
CM_762.3,Q33.9,10,Congenital malformations of lung,Congenital,Both,0,762.3
CM_762,Q34,10,Congenital malformations of respiratory system,Congenital,Both,0,762
CM_762,Q34.0,10,Congenital malformations of respiratory system,Congenital,Both,0,762
CM_762,Q34.1,10,Congenital malformations of respiratory system,Congenital,Both,0,762
CM_762,Q34.8,10,Congenital malformations of respiratory system,Congenital,Both,0,762
CM_762,Q34.9,10,Congenital malformations of respiratory system,Congenital,Both,0,762
CM_754,Q35,10,"Congenital malformations of tongue, mouth and pharynx",Congenital,Both,0,754
CM_754.1,Q35,10,Oral cleft,Congenital,Both,0,754.1
CM_754.11,Q35,10,Cleft palate,Congenital,Both,0,754.11
CM_754,Q35.1,10,"Congenital malformations of tongue, mouth and pharynx",Congenital,Both,0,754
CM_754.1,Q35.1,10,Oral cleft,Congenital,Both,0,754.1
CM_754.11,Q35.1,10,Cleft palate,Congenital,Both,0,754.11
CM_754,Q35.3,10,"Congenital malformations of tongue, mouth and pharynx",Congenital,Both,0,754
CM_754.1,Q35.3,10,Oral cleft,Congenital,Both,0,754.1
CM_754.11,Q35.3,10,Cleft palate,Congenital,Both,0,754.11
CM_754,Q35.5,10,"Congenital malformations of tongue, mouth and pharynx",Congenital,Both,0,754
CM_754.1,Q35.5,10,Oral cleft,Congenital,Both,0,754.1
CM_754.11,Q35.5,10,Cleft palate,Congenital,Both,0,754.11
CM_754,Q35.7,10,"Congenital malformations of tongue, mouth and pharynx",Congenital,Both,0,754
CM_754.1,Q35.7,10,Oral cleft,Congenital,Both,0,754.1
CM_754.14,Q35.7,10,Cleft uvula [Bifid uvula]*,Congenital,Both,1,754.14
CM_754,Q35.9,10,"Congenital malformations of tongue, mouth and pharynx",Congenital,Both,0,754
CM_754.1,Q35.9,10,Oral cleft,Congenital,Both,0,754.1
CM_754.11,Q35.9,10,Cleft palate,Congenital,Both,0,754.11
CM_754,Q36,10,"Congenital malformations of tongue, mouth and pharynx",Congenital,Both,0,754
CM_754.1,Q36,10,Oral cleft,Congenital,Both,0,754.1
CM_754.12,Q36,10,Cleft lip (without cleft palate),Congenital,Both,0,754.12
CM_754,Q36.0,10,"Congenital malformations of tongue, mouth and pharynx",Congenital,Both,0,754
CM_754.1,Q36.0,10,Oral cleft,Congenital,Both,0,754.1
CM_754.12,Q36.0,10,Cleft lip (without cleft palate),Congenital,Both,0,754.12
CM_754,Q36.1,10,"Congenital malformations of tongue, mouth and pharynx",Congenital,Both,0,754
CM_754.1,Q36.1,10,Oral cleft,Congenital,Both,0,754.1
CM_754.12,Q36.1,10,Cleft lip (without cleft palate),Congenital,Both,0,754.12
CM_754,Q36.9,10,"Congenital malformations of tongue, mouth and pharynx",Congenital,Both,0,754
CM_754.1,Q36.9,10,Oral cleft,Congenital,Both,0,754.1
CM_754.12,Q36.9,10,Cleft lip (without cleft palate),Congenital,Both,0,754.12
CM_754,Q37,10,"Congenital malformations of tongue, mouth and pharynx",Congenital,Both,0,754
CM_754.1,Q37,10,Oral cleft,Congenital,Both,0,754.1
CM_754.11,Q37,10,Cleft palate,Congenital,Both,0,754.11
CM_754.111,Q37,10,Cleft palate with cleft lip,Congenital,Both,0,754.111
CM_754,Q37.0,10,"Congenital malformations of tongue, mouth and pharynx",Congenital,Both,0,754
CM_754.1,Q37.0,10,Oral cleft,Congenital,Both,0,754.1
CM_754.11,Q37.0,10,Cleft palate,Congenital,Both,0,754.11
CM_754.111,Q37.0,10,Cleft palate with cleft lip,Congenital,Both,0,754.111
CM_754,Q37.1,10,"Congenital malformations of tongue, mouth and pharynx",Congenital,Both,0,754
CM_754.1,Q37.1,10,Oral cleft,Congenital,Both,0,754.1
CM_754.11,Q37.1,10,Cleft palate,Congenital,Both,0,754.11
CM_754.111,Q37.1,10,Cleft palate with cleft lip,Congenital,Both,0,754.111
CM_754,Q37.2,10,"Congenital malformations of tongue, mouth and pharynx",Congenital,Both,0,754
CM_754.1,Q37.2,10,Oral cleft,Congenital,Both,0,754.1
CM_754.11,Q37.2,10,Cleft palate,Congenital,Both,0,754.11
CM_754.111,Q37.2,10,Cleft palate with cleft lip,Congenital,Both,0,754.111
CM_754,Q37.3,10,"Congenital malformations of tongue, mouth and pharynx",Congenital,Both,0,754
CM_754.1,Q37.3,10,Oral cleft,Congenital,Both,0,754.1
CM_754.11,Q37.3,10,Cleft palate,Congenital,Both,0,754.11
CM_754.111,Q37.3,10,Cleft palate with cleft lip,Congenital,Both,0,754.111
CM_754,Q37.4,10,"Congenital malformations of tongue, mouth and pharynx",Congenital,Both,0,754
CM_754.1,Q37.4,10,Oral cleft,Congenital,Both,0,754.1
CM_754.11,Q37.4,10,Cleft palate,Congenital,Both,0,754.11
CM_754.111,Q37.4,10,Cleft palate with cleft lip,Congenital,Both,0,754.111
CM_754,Q37.5,10,"Congenital malformations of tongue, mouth and pharynx",Congenital,Both,0,754
CM_754.1,Q37.5,10,Oral cleft,Congenital,Both,0,754.1
CM_754.11,Q37.5,10,Cleft palate,Congenital,Both,0,754.11
CM_754.111,Q37.5,10,Cleft palate with cleft lip,Congenital,Both,0,754.111
CM_754,Q37.8,10,"Congenital malformations of tongue, mouth and pharynx",Congenital,Both,0,754
CM_754.1,Q37.8,10,Oral cleft,Congenital,Both,0,754.1
CM_754.11,Q37.8,10,Cleft palate,Congenital,Both,0,754.11
CM_754.111,Q37.8,10,Cleft palate with cleft lip,Congenital,Both,0,754.111
CM_754,Q37.9,10,"Congenital malformations of tongue, mouth and pharynx",Congenital,Both,0,754
CM_754.1,Q37.9,10,Oral cleft,Congenital,Both,0,754.1
CM_754.11,Q37.9,10,Cleft palate,Congenital,Both,0,754.11
CM_754.111,Q37.9,10,Cleft palate with cleft lip,Congenital,Both,0,754.111
CM_754,Q38,10,"Congenital malformations of tongue, mouth and pharynx",Congenital,Both,0,754
CM_754,Q38.0,10,"Congenital malformations of tongue, mouth and pharynx",Congenital,Both,0,754
CM_754.4,Q38.0,10,Congenital malformations of lips,Congenital,Both,0,754.4
NB_871,Q38.1,10,Feeding problems of newborn,Neonatal,Both,0,871
NB_871.4,Q38.1,10,Ankyloglossia,Neonatal,Both,0,871.4
CM_754,Q38.2,10,"Congenital malformations of tongue, mouth and pharynx",Congenital,Both,0,754
CM_754.5,Q38.2,10,Congenital malformations of tongue,Congenital,Both,0,754.5
CM_754.52,Q38.2,10,Macroglossia,Congenital,Both,0,754.52
CM_754,Q38.3,10,"Congenital malformations of tongue, mouth and pharynx",Congenital,Both,0,754
CM_754.5,Q38.3,10,Congenital malformations of tongue,Congenital,Both,0,754.5
CM_754,Q38.4,10,"Congenital malformations of tongue, mouth and pharynx",Congenital,Both,0,754
CM_754.6,Q38.4,10,Congenital malformations of salivary glands and ducts,Congenital,Both,0,754.6
CM_754,Q38.5,10,"Congenital malformations of tongue, mouth and pharynx",Congenital,Both,0,754
CM_754,Q38.6,10,"Congenital malformations of tongue, mouth and pharynx",Congenital,Both,0,754
CM_754,Q38.7,10,"Congenital malformations of tongue, mouth and pharynx",Congenital,Both,0,754
CM_754.7,Q38.7,10,Congenital anomalies of pharynx,Congenital,Both,0,754.7
CM_754.71,Q38.7,10,Congenital pharyngeal pouch [Diverticulum of pharynx],Congenital,Both,0,754.71
CM_754,Q38.8,10,"Congenital malformations of tongue, mouth and pharynx",Congenital,Both,0,754
CM_754.7,Q38.8,10,Congenital anomalies of pharynx,Congenital,Both,0,754.7
CM_757,Q39,10,Congenital anomalies of upper GI tract,Congenital,Both,0,757
CM_757.1,Q39,10,Congenital malformations of esophagus,Congenital,Both,0,757.1
CM_757,Q39.0,10,Congenital anomalies of upper GI tract,Congenital,Both,0,757
CM_757.1,Q39.0,10,Congenital malformations of esophagus,Congenital,Both,0,757.1
CM_757.11,Q39.0,10,"Congenital tracheoesophageal fistula, esophageal atresia and stenosis",Congenital,Both,0,757.11
RE_492,Q39.1,10,Tracheoesophageal fistula,Respiratory,Both,0,492
CM_757,Q39.1,10,Congenital anomalies of upper GI tract,Congenital,Both,0,757
CM_757.1,Q39.1,10,Congenital malformations of esophagus,Congenital,Both,0,757.1
CM_757.11,Q39.1,10,"Congenital tracheoesophageal fistula, esophageal atresia and stenosis",Congenital,Both,0,757.11
RE_492,Q39.2,10,Tracheoesophageal fistula,Respiratory,Both,0,492
CM_757,Q39.2,10,Congenital anomalies of upper GI tract,Congenital,Both,0,757
CM_757.1,Q39.2,10,Congenital malformations of esophagus,Congenital,Both,0,757.1
CM_757.11,Q39.2,10,"Congenital tracheoesophageal fistula, esophageal atresia and stenosis",Congenital,Both,0,757.11
CM_757,Q39.3,10,Congenital anomalies of upper GI tract,Congenital,Both,0,757
CM_757.1,Q39.3,10,Congenital malformations of esophagus,Congenital,Both,0,757.1
CM_757.11,Q39.3,10,"Congenital tracheoesophageal fistula, esophageal atresia and stenosis",Congenital,Both,0,757.11
CM_757,Q39.4,10,Congenital anomalies of upper GI tract,Congenital,Both,0,757
CM_757.1,Q39.4,10,Congenital malformations of esophagus,Congenital,Both,0,757.1
CM_757.11,Q39.4,10,"Congenital tracheoesophageal fistula, esophageal atresia and stenosis",Congenital,Both,0,757.11
CM_757.111,Q39.4,10,Esophageal web*,Congenital,Both,1,757.111
CM_757,Q39.5,10,Congenital anomalies of upper GI tract,Congenital,Both,0,757
CM_757.1,Q39.5,10,Congenital malformations of esophagus,Congenital,Both,0,757.1
CM_757.12,Q39.5,10,Congenital dilatation of esophagus*,Congenital,Both,1,757.12
CM_757,Q39.6,10,Congenital anomalies of upper GI tract,Congenital,Both,0,757
CM_757.1,Q39.6,10,Congenital malformations of esophagus,Congenital,Both,0,757.1
CM_757.13,Q39.6,10,Congenital diverticulum of esophagus*,Congenital,Both,1,757.13
CM_757,Q39.8,10,Congenital anomalies of upper GI tract,Congenital,Both,0,757
CM_757.1,Q39.8,10,Congenital malformations of esophagus,Congenital,Both,0,757.1
CM_757,Q39.9,10,Congenital anomalies of upper GI tract,Congenital,Both,0,757
CM_757.1,Q39.9,10,Congenital malformations of esophagus,Congenital,Both,0,757.1
CM_757,Q40,10,Congenital anomalies of upper GI tract,Congenital,Both,0,757
CM_757,Q40.0,10,Congenital anomalies of upper GI tract,Congenital,Both,0,757
CM_757.2,Q40.0,10,Congenital malformation of stomach,Congenital,Both,0,757.2
CM_757.21,Q40.0,10,Congenital hypertrophic pyloric stenosis,Congenital,Both,0,757.21
GI_520,Q40.1,10,Hernia,Gastrointestinal,Both,0,520
GI_520.2,Q40.1,10,Diaphragmatic hernia,Gastrointestinal,Both,0,520.2
CM_757,Q40.1,10,Congenital anomalies of upper GI tract,Congenital,Both,0,757
CM_757.2,Q40.1,10,Congenital malformation of stomach,Congenital,Both,0,757.2
CM_757.22,Q40.1,10,Congenital hiatus hernia,Congenital,Both,0,757.22
CM_757,Q40.2,10,Congenital anomalies of upper GI tract,Congenital,Both,0,757
CM_757.2,Q40.2,10,Congenital malformation of stomach,Congenital,Both,0,757.2
CM_757,Q40.3,10,Congenital anomalies of upper GI tract,Congenital,Both,0,757
CM_757.2,Q40.3,10,Congenital malformation of stomach,Congenital,Both,0,757.2
CM_757,Q40.8,10,Congenital anomalies of upper GI tract,Congenital,Both,0,757
CM_757,Q40.9,10,Congenital anomalies of upper GI tract,Congenital,Both,0,757
CM_758,Q41,10,Congenital malformations of digestive system,Congenital,Both,0,758
CM_758.1,Q41,10,Congenital malformations of intestine,Congenital,Both,0,758.1
CM_758.13,Q41,10,Intestinal atresia and stenosis,Congenital,Both,0,758.13
CM_758.131,Q41,10,Atresia and stenosis of small intestines,Congenital,Both,0,758.131
CM_758,Q41.0,10,Congenital malformations of digestive system,Congenital,Both,0,758
CM_758.1,Q41.0,10,Congenital malformations of intestine,Congenital,Both,0,758.1
CM_758.13,Q41.0,10,Intestinal atresia and stenosis,Congenital,Both,0,758.13
CM_758.131,Q41.0,10,Atresia and stenosis of small intestines,Congenital,Both,0,758.131
CM_758,Q41.1,10,Congenital malformations of digestive system,Congenital,Both,0,758
CM_758.1,Q41.1,10,Congenital malformations of intestine,Congenital,Both,0,758.1
CM_758.13,Q41.1,10,Intestinal atresia and stenosis,Congenital,Both,0,758.13
CM_758.131,Q41.1,10,Atresia and stenosis of small intestines,Congenital,Both,0,758.131
CM_758,Q41.2,10,Congenital malformations of digestive system,Congenital,Both,0,758
CM_758.1,Q41.2,10,Congenital malformations of intestine,Congenital,Both,0,758.1
CM_758.13,Q41.2,10,Intestinal atresia and stenosis,Congenital,Both,0,758.13
CM_758.131,Q41.2,10,Atresia and stenosis of small intestines,Congenital,Both,0,758.131
CM_758,Q41.8,10,Congenital malformations of digestive system,Congenital,Both,0,758
CM_758.1,Q41.8,10,Congenital malformations of intestine,Congenital,Both,0,758.1
CM_758.13,Q41.8,10,Intestinal atresia and stenosis,Congenital,Both,0,758.13
CM_758.131,Q41.8,10,Atresia and stenosis of small intestines,Congenital,Both,0,758.131
CM_758,Q41.9,10,Congenital malformations of digestive system,Congenital,Both,0,758
CM_758.1,Q41.9,10,Congenital malformations of intestine,Congenital,Both,0,758.1
CM_758.13,Q41.9,10,Intestinal atresia and stenosis,Congenital,Both,0,758.13
CM_758.131,Q41.9,10,Atresia and stenosis of small intestines,Congenital,Both,0,758.131
CM_758,Q42,10,Congenital malformations of digestive system,Congenital,Both,0,758
CM_758.1,Q42,10,Congenital malformations of intestine,Congenital,Both,0,758.1
CM_758.13,Q42,10,Intestinal atresia and stenosis,Congenital,Both,0,758.13
CM_758.132,Q42,10,Atresia and stenosis  of large intestines,Congenital,Both,0,758.132
CM_758,Q42.0,10,Congenital malformations of digestive system,Congenital,Both,0,758
CM_758.1,Q42.0,10,Congenital malformations of intestine,Congenital,Both,0,758.1
CM_758.13,Q42.0,10,Intestinal atresia and stenosis,Congenital,Both,0,758.13
CM_758.132,Q42.0,10,Atresia and stenosis  of large intestines,Congenital,Both,0,758.132
CM_758,Q42.1,10,Congenital malformations of digestive system,Congenital,Both,0,758
CM_758.1,Q42.1,10,Congenital malformations of intestine,Congenital,Both,0,758.1
CM_758.13,Q42.1,10,Intestinal atresia and stenosis,Congenital,Both,0,758.13
CM_758.132,Q42.1,10,Atresia and stenosis  of large intestines,Congenital,Both,0,758.132
CM_758,Q42.2,10,Congenital malformations of digestive system,Congenital,Both,0,758
CM_758.1,Q42.2,10,Congenital malformations of intestine,Congenital,Both,0,758.1
CM_758.13,Q42.2,10,Intestinal atresia and stenosis,Congenital,Both,0,758.13
CM_758.132,Q42.2,10,Atresia and stenosis  of large intestines,Congenital,Both,0,758.132
CM_758,Q42.3,10,Congenital malformations of digestive system,Congenital,Both,0,758
CM_758.1,Q42.3,10,Congenital malformations of intestine,Congenital,Both,0,758.1
CM_758.13,Q42.3,10,Intestinal atresia and stenosis,Congenital,Both,0,758.13
CM_758.132,Q42.3,10,Atresia and stenosis  of large intestines,Congenital,Both,0,758.132
CM_758,Q42.8,10,Congenital malformations of digestive system,Congenital,Both,0,758
CM_758.1,Q42.8,10,Congenital malformations of intestine,Congenital,Both,0,758.1
CM_758.13,Q42.8,10,Intestinal atresia and stenosis,Congenital,Both,0,758.13
CM_758.132,Q42.8,10,Atresia and stenosis  of large intestines,Congenital,Both,0,758.132
CM_758,Q42.9,10,Congenital malformations of digestive system,Congenital,Both,0,758
CM_758.1,Q42.9,10,Congenital malformations of intestine,Congenital,Both,0,758.1
CM_758.13,Q42.9,10,Intestinal atresia and stenosis,Congenital,Both,0,758.13
CM_758.132,Q42.9,10,Atresia and stenosis  of large intestines,Congenital,Both,0,758.132
CM_758,Q43,10,Congenital malformations of digestive system,Congenital,Both,0,758
